,star,review,customerId,reviewDate
25,3,잘받았습니다 생각보다 배송이 빨랐구요 사진과 동일합니다,kwen****,20.06.15.
26,3,한달사용기,79lo****,20.05.27.
27,3,약간 탄탄하고 리클라이너 기능이 편리해요,mini****,20.01.21.
28,3,조아요~~조아요~~~,limn****,20.01.06.
29,3,차추촾와ㅠ퇖톼 톼  추 파ㅡ퓨ㅡ,kjsk****,19.11.10.
30,3,한달사용기,ami8****,19.10.17.
31,3,"완전 너무너무 편한 쇼파는 아니에요
푹신함은 보통이고 등받이 높이가 애매해서 목을 기댈수없어 좀 불편해요 (키 180/166 기준)
쇼파냄새가 아직도 조금씩은 나요
무릎에서 바닥으로 떨어지는 길이가 애매해서 자세가 잘 안잡혀요
하지만 디자인이나 색상은 괜찮아요 
네이비 색상이 집이 좁아보이지 않는 색상이라 만족스럽고 깔끔한 디자인에 만족해요 가격도 적당하고 지인이 산다고하면 추천 해줄거같아요
그리고 기사님이 설치해줄때 질문에 조금 더 성의있게 대답해 주셨으면 합니다
이정도는 괜찮아요~ 그건 괜찮아요~ 이런식으로 말씀을 하시던데 저는 괜찮지 않은 부분일 수 있으니까요
어쨋든 많이 파세요",kjsk****,19.09.24.
32,3,한달사용기,qhtj****,19.09.21.
33,3,잘쓰고 있어요 수고요,lire****,19.09.17.
34,3,오래걸리거 같아서 3주전미리 주문 배송일정지연 받는데  한달넘게 걸렸네요ㅜㅜ ....배송기사님도 친절하시고  상품은 괜찮네요,samh****,19.09.05.
35,4,배송은 늦었지만 기사분이 친절항,tjsg****,21.05.12.
36,4,ㅂㅈㄱ디뵈근그 ㅎ.ㄷ.ㅣㅡ,hell****,21.05.12.
37,4,"디자인과 사이즈 색상은 사진과 같고 예상한대로고, 양쪽 리클라이너도 잘됩니다. 버튼은 원터치는 아니고 계속 누르고 있어야 작동합니다. 벽에서 5센티정도만 띄우면 되서 좋네요. 
단점은 에어레더 가죽재질이 타매장에서 만져본것보다 달라붙는 느낌이나서 촉감이 좀 떨어지네요. 
그리고 가운데 홈바형소파 등받이쿠션이 헤드부분과 아랫부분이 들어가있어서 기댔을때 불편합니다. 이건 as요청하고싶어요.",dods****,21.04.20.
38,4,일단 배송은 엄청걸렸습니다. 사용감은 딱 가격만큼입니다.,cms8****,21.03.31.
39,4,한달사용기,ssh8****,21.03.29.
40,4,쿠션감좋고 리클라이너 처음사보는데 편하구 좋아요! 근대 한가지단점은 좀 한쪽으로 기울이면 분리될거같아서 무서워요 ㅠㅠ 가격대비 좋네요!,dods****,21.03.23.
41,4,"배송이 오래걸려서 기다리고 또기다렸지만 만족해요
3층이어서 3만원배송비 추가 총8만원ㅜㅜ
쇼파는 이미지와 거의차이없어서 만족해요",suny****,21.03.16.
42,4,한달사용기,tmdd****,21.03.12.
43,4,"한달 사용해본 후기로 대체로 만족입니다 
시간이 좀 지나니 가죽 마찰음이 조금 있으나 
엄청 거슬리지는 않습니다 
리클라이너 작동도 잘되고 
다만 한가지 아쉬운 점은 쇼파 자체가 좀 가볍다 보니 
뒤로 밀림 현상이 있습니다 
벽에 딱 붙으면 고정이 되겠지만 5cm 가량 간격을 두고
사용하다 보니 뒤로 밀리더라구요 
그것 빼곤 쇼파에 전체적으로 만족하고 있습니다",eunk****,21.03.07.
44,4,부모님 사드렸는데 좋아하시네요,lhw_****,21.03.05.
45,4,"가성비의 끝판왕
배달해주시는분은 엄청 친절하시고, 다만 등받이 연결부품이 안달린 상태로 와서 교환하느라 두번 날짜를 잡아야 하는 번거로움 덕분에 별 하나 뺐습니다.",youn****,21.02.15.
46,4,쿠션감은 조금딱딱하나 불편한정도는 아니고 덩치가 크신분들은 좁다고 느껴지실꺼 같아요 색이 이뻐요,tmdd****,21.02.09.
47,4,"오늘 배송 받았습니다 
리클라이너 작동 잘 됩니다 (소리가 크진 않네요)
기사님 한분 오셔서 뚝딱 조립할 만큼 무게감은 
조금 덜 느껴집니다 
새 제품이라 냄새는 조금 납니다 
앉는 폭이 좀 좁다는 생각이 듭니다 
그래서 그런지 163인 제가 작동하면 발이 좀 달랑
거립니다 
무게감이 적어 확~ 앉으면 뒤로 밀리기도 합니다 
제로월 5cm 간격만 띄우면 된다 하셨는데 
그게 아래가 아닌 쇼파 윗부분이 벽에 닿는 부분 
5cm 간격입니다 
그래서 당연히 아랫 부분은 20cm이상 공간이 생기네요 
리클라이너 처음 쓰는거라 몇개월간 
가격별 상품별 평별 비교하고 갓성비라 생각한 
끌리마 선택했네요 
이대로 이상없이 쭉 잘 쓸수 있다면 괜찮다고 봅니다 
아이보리 쇼파만 10년 가까이 써서 
다른 색상 받았는데 색상은 조금 아쉽네요 
상담원님도 친절하시고 배달기사님도 친절하십니다 
일단 한달 써보고 후기 다시 남길게요",foxy****,21.01.31.
48,4,한달사용기,kmle****,21.01.27.
49,4,앞뒤가 좀 좁은거 같고 쇼파 사이에 물건이 잘껴요 특히 리모컨...,neve****,21.01.24.
50,4,"저렴한 가격에 가성비 좋은 제품입니다.
중간 소파 부위 마감이나 이런거에서 디테일은 원래 이런건지 불량인지는 모르겠으나 조심해야될 필요는 있어 보입니다.",ekak****,21.01.21.
51,4,완전히 견고하지 않아서 조금 불안불안한 느낌이지만 가성비가 좋습니다,qha6****,21.01.06.
52,4,아무래도 비교적저렴하게구입한거라 푹신함은 없는쇼파네요~ 그래도 색상맘에들고 리클라이너잘되고 그럭저럭 괜찮네요~ 앉을때 폭이 좀 좁은편이고 4인쇼파샀는데 음료꽂이되는건 쇼파한개밖에 안되네요~ 전선꽂는게 돼지코였어서 살짝 놀랬는데 유럽으로 수입되는쇼파라 그렇다고하시는군요 뭐여튼 잘쓰겠습니다~,deep****,21.01.04.
53,4,한달사용기,yesy****,20.12.28.
54,4,가격대비 좋은상품같아요!  편안히 잘 쓰고잇어요,sunn****,20.12.23.
55,4,사이즈 딱 알맞아서 좋아요 색상은 생각보다 더 머드에 가깝지만 자꾸보니 괜찮아요 쿠션은 좀 더 딱딱했음 좋겠단 생각들지만 이 가격에 이 정도면 괜찮은거 같아요 쇼파가 좀 높긴하지만 엄청 불편하거나 그러진 않아요 사기 전에 엄청 고민했지만 사길 잘한거 같아요,syur****,20.11.24.
56,4,잘 설치해주셔서 만족합니당,0635****,20.11.14.
57,4,매장가서 앉아보고 너무 맘에 들어서 네이버로 주문했어요~이삿날 짐보다 쇼파가 먼저 들어와서 걱정은 됐지만 무리없이 잘 설치되었네요,cmiy****,20.11.10.
58,4,배송 완전 빠르고 잘 설치해주고 가셨어요. 쿠션감은 적당하고 컬러는 웹상보다 약간 더 짙은 듯 합니다만 맘에 드네요. 작동도 잘되고 편해요.,babo****,20.11.10.
59,4,"생각보다 쇼파가 커서 놀랬어요
쿠션감은 나쁘지않고요
기사아저씨가 진짜 친절했어요",hkon****,20.11.09.
60,4,생각보다는 좀 허술하지만. 가격대비 쓸안합니다. 설치기사분 넘 친절해요. 감사합니다,kimp****,20.11.03.
61,4,생각보다 쿠션은 딱딱해요,cask****,20.11.03.
62,4,"리뷰 만족도보고 1도고민없이 주문했는데
신랑은 발이 나오고 생각보다는 안편한거같인요 저렴하니깐 잘 쓸께요",sun2****,20.10.30.
63,4,만족 스러워요 가격대비,baby****,20.10.30.
64,4,좋아요  가격대비 만족합니다.,neon****,20.10.26.
65,4,한달사용기,han_****,20.09.25.
66,4,초기 가죽냄새는  환기를  해서 날라갔다. 상체가길어서 배개하나 높이가 아쉽다.  나는 조금딱딱한게좋은것같다  가죽이라 벗고앉으면  땀찬다고뭐라하니 마눌께서  옷입고 앉으라했다. 리클펼치고  체중을 절대로 앞으로 쏠리지말것.  20개월아기가 리클버튼으로 장난을쳐서  전원은뽑고있다.  마눌은 대만족  나도 만족한다.  쓰다보니 조금 눌러지는것같다 아기가 콩콩 뛰어도 망가지지 않았으면 좋겠다,lead****,20.09.18.
67,4,모두 좋아요 배송은 너무늣어요 그리고 착불금액과 실제금액이 달라요 육만원 달라고 해서 주었어요,pipa****,20.09.15.
68,4,한달사용기,ljs9****,20.09.09.
69,4,좋아요좋아요좋아요.,jang****,20.09.08.
70,4,엄청 좋아요ㅋㅋ리클레어 최고,roto****,20.09.07.
71,4,"사장님도 친절하시고
배송도 빨랐고
폭신하고 좋아요
만날 소파에만 앉아있어여 ㅋㅋ
리클라이너 부분도 부드럽게 펴져요",cabi****,20.09.07.
72,4,고급스럽고 푹신푹신해서 좋네요,whrk****,20.09.02.
73,4,"기능적인 면은 만족합니다만, 그레이베이지 사진보다 좀 많이 어두운 느낌이 있습니다. 참고해서 구매해 주세요. 그리고 소파 배송은 최대한 하루 전에는 해피콜 주고 당일에 바로 오시는일 없었으면 좋겠네요.",1027****,20.08.31.
74,4,작동잘되고 갠찮은데 좀가벼워서 살살앉아야할듯,alwj****,20.08.31.
75,4,푹신한거 선호해서 주문했는데 푹신푹신합니다,ahr6****,20.08.25.
76,4,한달사용기,1984****,20.08.24.
77,4,아직 고장 없이  잘 사용하고 있어요~,dark****,20.08.23.
78,4,"리클라이너..정말 소리없이 부드럽습니다.
만족합니다.
색상이나 마감은 살짝 떨어지지만...
그래도 가격대비 괜찮은 상품인것 같습니다",shin****,20.08.20.
79,4,"사진과 동일하고 맘에 듬
다만 전동이지만 자동전동이 아니라 조금 아쉬운 맘이 있네여",phy0****,20.08.18.
80,4,"우선 주문하고 제품 받는때까지 한달정도 소유된거같아요
주문하고 20일경 지나서 배송 기사님께 전화왔는데 제가 설치해주신다는날은  근무가있어 설치 어려웠고 그리고 제가 가능한 날은 배송 기사님 휴가로 
5일까지 어려웠고 비기와서 이래저래 설치 못하다가 오늘 비도 안오고 저도 집에 있는날이라 설치했습니다
필로티구조로 엘레베이터 없는 2층빌라라 쇼파 갖다주실때 기사님 혼자 힘드셨을텐데 잘 설치해주셨어요
배송비, 설치비 포함 6만원 나왔구요
색상은 보는거랑 같고요
자리 많이 차지하면 어쩌나 했는데 설치후 너무 맘에 드네요~~
배송 느린거만 빼면 다 맘에 들어요~~~~",eunl****,20.08.12.
81,4,"사진이좀어둡긴한데 색깔고급스러워요, 다만 실밥같은 마감이좀아쉬워요",mily****,20.08.12.
82,4,"색상 디자인은 만족스러웠지만 팔걸이와 등받이가 지퍼로 고정되는 줄은 몰랐어요. 
그래도 설치 해놓으니 가성비면에서 좋다고 생각되네요.",rusi****,20.08.10.
83,4,전체적으로 마음에 들어요 !,ahsx****,20.08.10.
84,4,"살짝 높다란 느낌은 있는데 색상도 약간 짙은 베이지라 전 맘에 드네요
배송기사님도 친절하시고 방에만 있던 아이들이 거실을 차지하고 있네요",80mo****,20.08.09.
85,4,배송빠르고 기사님 친절해요^^,jara****,20.08.09.
86,4,"배송이 느린거말곤 안족합니다.
땀이나 약간의 물기만있어도 얼룩이 많이생겨요.",ebba****,20.08.07.
87,4,"우선 입고대기와  장마시즌이라 배송이 엄청길었다.
조금이라도 빨리 받기위해 배송기사님 일정에 맞춰진행하였다.
기사님 한분이 오셔서 당혹스러웠다. 설치준비를 해놔서 수월하게 진행되었고  조립은 초간단하였다.  
위에 사이즈에 270 인가 그래서 구입했는데 팔걸이 까지하면 15센티?는더나가는듯 했다 에어컨밀고 꾸역 꾸역넣었다.
애매한분들은 실측사이즈를 요청해야한다 아래몸통 측면  총길이와 팔걸이 끝에서 끝 길이를 재서 벽과 몸통에 손두께만큼 띄워야  리클기능을쓸수있다.
설치과정에 선이 바닥에 씹혔을까봐 걱정된다.  의자를 접고펼때  찌걱소리가 들린다.  
편상태에서 무게를 앞으로 쏠리면 안된다 주의해서 내려와야한다.
쿠션은 푹신해서 개인적으로 별로다. 너무푹신해서 첫느낌은 좋고 계속앉으면서 있으면 조금 아쉽다. 등받이가 약해서 애기가올라가면 구겨진다. 빳빳한타입이아니다.
의자등받이 라인 등 높이가 들쑥날쑥해서.' 뭐 장인의 물건을사려한건아니니까 '라고 넘어가본다.  
먹는것을 놓는 쪽에 가죽과  시트지합판의경계 합판과 음료홈사이에 맥주한컵쏟으면 대박날것같다. 언제여유될때 실리콘등으로 매워야한다.  디테일?이 부족하다.  나는 상체가 아주길어서 다리는 괜찮은데 머리가 10센티 길고 10센티 정도 앞으로 튀서나온 해드받침이 아쉽다  목배개나 접었을때 죽부인 모양 쿠션을  등받이위에 놓고써야할것같다.  전부펼치면  티비보기에 좋은 등받이 각도이지만 20도정도 더 누워지면 하는 아쉬움이  있다. 그래도 옆으로 누우면 되니까하고 누으면 빳빳평평한 의자가아닌 빵 처럼  뽈록하고 특유의 쿠션에  안밀리는 가죽의 느낌때문에  도로 앉았다  언제  미끄럽고 빳빳한 요를 접어서 깔고 누워봐야겠다.
아기가 팬으로 조금 그엇는데  바로 스며들고 안지워진다.  라면스프자국도 잘안지워진다.  바로 지워서 데미지라도 줄여야한다. 다만 잘안보인다.
색상은 녹차라때 흑탕물색이다.  회색이 아니다. 밝은 고동색  같다.
아이가 마음에들어해서 만족한다 우리모두만족한다.
주변에 청록색 아쿠아뭐시기 쓰는사람있는데  리클안쓰고 집이 넓다면 그것을  추천 나처럼 좁은집에 특수한 쇼파를 갖고싶다면  이게  좋을수있다.  자동차  시트처럼 미끄럽게 편하고 단단한의자는 아니다.  대신 푹신하며  아쿠아뭐시기처럼 쿠션경계부분에  나무가 돌출되서 꼬리뼈 부러질만한건없다.  

사고나서  닦아보니 거품이나는 로션같은게 묻어나와. 물걸레로 8번닦았다.  아비노 로션으로  코팅하듯이 한번바르고  살짝 닦아내서 쓰고있다. 처음받자마자 앉아보고  피부에  안좋은 느낌을 받았다.  아기있으면 조금 닦고  쓰는게좋을것같다. 1주일 베란다열고 충분히 환기후 아이를 들였다.

없어서 못파는 의자라한다. 
좋은 이야기만 써주고 싶지만 있는데로 다써봤다.
그럭저럭 만족한다. 160대 코롱 원단쓰는거 보다가  리클에 꽂히고 여기까지 왔다. 49에보고와서 59였고 배송비 6만이다.
쇼파 사면 기본 5년인데  10 년까지 무탈하게 썼으면좋겠다.
3인쇼파에  넓이를 4인사이즈로만들면 좋을것같다  나혼자 리클펴고 마시고있으니 미안해진다 .
가성비 괜찮은 편에 리클기능을 맛볼수있는 무난한  쇼파라고생각한다.",han_****,20.08.05.
88,4,한달사용기,chjz****,20.08.03.
89,4,"리클라이너라  기존에있던쇼파보다
앉았을때 높이가높긴해요
쿠션감편해요
단점은  다리올리고 너무밑쪽으로 내려가눕게되면  쇼파뒷쪽이 들려요
혹시라도 잠이들어 엉덩이가 다리쪽으로 내려오게되면 쇼파가앞으로고꾸라지는일이생길거같아요 잠든아빠때문여 몇번 놀랐습니다ㅜㅜ",wheo****,20.08.02.
90,4,"저는 딴딴한걸 원했는데 딴딴까지는 아닌거 같고 푹신합니다. 딴딴한거를 원하시는 분들은 생각해보셔야할거 같습니다.
가격대비에는 괜찮은거 같습니다.
사이즈는 딱좋습니다 3인용으로 쓰기에는 굳",silk****,20.07.31.
91,4,"좋습니다 배송도 무지 빨랐고요
근데 수동보다는 뒤로 눞혀지지 않네요
어쩔수 없다고 생각합니다",nkyj****,20.07.30.
92,4,"너무 푹신하지도않고 적당해요~
색상도 어두울까봐 좀 걱정했는데 
내가 원하던 색상이라 편하게 잘 쓸거같아요~^^",wkde****,20.07.26.
93,4,다좋으나 배송기사가 불친절,att0****,20.07.13.
94,4,한달사용기,pog9****,20.07.05.
95,4,그냥 무난 하게 잘쓰고 있어요,alwj****,20.07.03.
96,4,한달사용기,fryt****,20.07.03.
97,4,한달째인데 고장없이 사용중입니다.,yms5****,20.07.01.
98,4,배송은 보름정도 걸린것 같고요 제품은 좋은것 같네요~~,tobr****,20.07.01.
99,4,같은가격 다른 제품중에 고민하다가 지르건데 조금 아쉽네요. 일단 쿠션은 딱딱합니다. 너무 푹신한거 싫어서 일부러 이걸했는데. 아뿔사. 등각도가 너무가파르네요. 앉기에 편하진 않아요. 누웠을때는 만족스러워요. 눕기용 인가봅니다,jh_h****,20.06.30.
